shape,color,isPost86,hex,introducedAt,retiredAt,category
"Mug, Embossed Fan (a.k.a. Horizon Mug) 51",Persimmon,True,#EC5800,1995.0,2008.0,"Mugs, Cups & Saucers"
"Ornament, Plate 25",Persimmon,True,#EC5800,1995.0,2008.0,Plates
"Pie Baker (10 ¼"")",Persimmon,True,#EC5800,1995.0,2008.0,Bakeware
"Pie Plate, Medium (8 ¼"")",Persimmon,True,#EC5800,1995.0,2008.0,Bakeware
"Pie Plate, Small (6 3/8"")",Persimmon,True,#EC5800,1995.0,2008.0,Bakeware
"Pitcher, Large Disk (7¼"")",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
Planter & Saucer 4,Persimmon,True,#EC5800,1995.0,2008.0,"Mugs, Cups & Saucers"
"Plate, B & B (6 1/8"")",Persimmon,True,#EC5800,1995.0,2008.0,Plates
"Plate, Chop (11 ¾"")",Persimmon,True,#EC5800,1995.0,2008.0,Plates
"Plate, Dinner (10½"")",Persimmon,True,#EC5800,1995.0,2008.0,Plates
"Plate, Luncheon (9"")",Persimmon,True,#EC5800,1995.0,2008.0,Plates
"Plate, Salad (7¼"")",Persimmon,True,#EC5800,1995.0,2008.0,Plates
"Platter, Oval - Large (13 5/8"")",Persimmon,True,#EC5800,1995.0,2008.0,Serveware
"Platter, Oval - Medium (11 5/8"")",Persimmon,True,#EC5800,1995.0,2008.0,Serveware
"Platter, Oval - Small (9 5/8"")",Persimmon,True,#EC5800,1995.0,2008.0,Serveware
Shelf Sign 12,Persimmon,True,#EC5800,1995.0,2008.0,Other
"Teapot (7 ¼"")",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
"Teapot, 2 Cup (5 1/8"")",Persimmon,True,#EC5800,1995.0,2008.0,"Mugs, Cups & Saucers"
"Tool Crock (6½"" x 5"")",Persimmon,True,#EC5800,1995.0,2008.0,Other
"Tool Crock, Large (8¾"" x 6½"") 4,24",Persimmon,True,#EC5800,1995.0,2008.0,Other
"Tray, Bread - Large (13½"" x 6¼"") 4",Persimmon,True,#EC5800,1995.0,2008.0,Other
Oblong Serving Platter (Bread Tray),Persimmon,True,#EC5800,1995.0,2008.0,Other
"Tray, Egg - Large (13 1/8"")",Persimmon,True,#EC5800,1995.0,2008.0,Shapes
"Tray, Egg (11 ¼"")",Persimmon,True,#EC5800,1995.0,2008.0,Shapes
"Tray, Pizza (15"")",Persimmon,True,#EC5800,1995.0,2008.0,Other
"Tray, Pizza - Small (12"")",Persimmon,True,#EC5800,1995.0,2008.0,Other
"Vase, Medium (9 5/8"")",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
"Vase, Millenium I 2",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
"Vase, Millennium III 0",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
"Vase, Royalty 0",Persimmon,True,#EC5800,1995.0,2008.0,"Pitchers, Teapots & Vases"
